id,aspect,opinion,sentiment,category
214,weight,85 kilos lighter,pos,performance
214,climate control,really cool,pos,user-experience
214,-,-,-,unknown
214,A5 cooper,less practical,neg,general-information
219,Audi Q5,new,neu,general-information
219,car,lighter,pos,general-information
219,car,improved in many ways,pos,general-information
219,inside,biggest improvement,pos,interior-features
219,tech,grabs,pos,interior-features
219,entertainment display,huge,pos,interior-features
219,graphics chip,super fast,pos,interior-features
219,entertainment display,all very very slick,pos,interior-features
219,virtual cockpit,all absolutely lovely,pos,interior-features
219,digital drivers display,cycles through different screen,pos,interior-features
219,standard screen,smaller,neg,interior-features
219,satellite navigation,not standard,neg,interior-features
219,standard screen,slightly slower process,neg,interior-features
219,price point feature,bit mean,neg,cost
219,-,-,-,unknown
219,design,really effortless,pos,quality-aesthetic
219,design,dead simple,pos,quality-aesthetic
219,design,easy to use,pos,quality-aesthetic
219,design,very well made,pos,quality-aesthetic
219,one plastic,cheap,neg,quality-aesthetic
219,practical,pretty good side,pos,interior-features
219,box,decent,neu,interior-features
219,storage,good,pos,interior-features
219,door bins,can hold big bottle,pos,interior-features
219,rear passenger door bins,large,pos,interior-features
219,knee room,really good,pos,comfort
219,headroom,plenty of,pos,comfort
219,carrying three in back,not great,neg,comfort
219,carrying three in back,slight problem,neg,comfort
219,middle chair,bit small,neg,comfort
219,floor,huge lump,neg,comfort
219,foot room,enough,pos,comfort
219,middle seat headroom,not bad,neu,comfort
219,middle seat headroom,could be better,neu,comfort
219,-,-,-,unknown
219,seats,pay to slide on recliners,neu,comfort
219,boot capacity,on par with rivals,pos,exterior-features
219,tailgate,automated,neu,exterior-features
219,tailgate,might like,pos,exterior-features
219,boot shape,nice,pos,exterior-features
219,boot shape,square,pos,exterior-features
219,boot,not 100% perfect,neg,exterior-features
219,ridge,little,neg,exterior-features
219,ridge,not too bad,neu,exterior-features
219,lip,no,neg,exterior-features
219,socket,standard,pos,exterior-features
219,tethering point,various,pos,exterior-features
219,room,not much for anything,neg,exterior-features
219,rear seats,upgraded,pos,exterior-features
219,rear seats,can slide forward and backward,pos,exterior-features
219,rear seats,increase boot capacity by a fair,pos,exterior-features
219,rear seats,can fold down individually,pos,exterior-features
219,middle seat,can fold down,pos,exterior-features
219,rear seats,problem,neg,exterior-features
219,rear seats,have to kind of fold down youself ,neg,exterior-features
219,load space,almost continuous,pos,exterior-features
219,-,-,-,unknown
219,Audi G5,pretty impressive,pos,general-information
219,drive,X5 more fun,neg,handling
219,Audi G5,not a sports utility vehicle,neg,handling
219,car,good to drive,pos,handling
219,steers,well enough,pos,handling
219,corner grip,loads of,pos,handling
219,drive,all wheel,neu,handling
219,car,does all that it needs to,pos,handling
219,comfort,comfortable,pos,comfort
219,suspension,lowered,neg,handling
219,suspension,stiffened,neg,handling
219,rides,little bit too firmy,neg,handling
219,normal suspension,goes very very well,pos,handling
219,adaptive dampers,optional,neu,handling
219,adaptive dampers,even more comfortable,pos,handling
219,-,-,-,unknown
219,air suspension,glides on the road like a luxury limousine,pos,handling
219,height,can alter,pos,handling
219,offroading,Landrover Discovery sport is better,neg,handling
219,engines,hardly any tens ,neg,performance
219,economy,better,pos,performance
219,two litre TF Excitable petrol,pretty good,pos,performance
219,engine,actually better,pos,performance
219,engine,just as quick,pos,performance
219,engine,more economical,pos,performance
219,launch control function,interesting,pos,performance
219,-,-,-,unknown
219,Visibility,pretty good,pos,safety
219,road noise levels,particularly bad,neg,comfort
219,wind noise,not at all,pos,comfort
219,acoustic windscreen,deadens most sound,pos,comfort
219,drive,can effectively drive itself,pos,handling
219,car,pretty much a chauffer,pos,handling
219,-,-,-,unknown
219,drive,most exciting,pos,handling
219,Audi Q5,not perfect,neg,general-information
219,Audi Q5,awesome,pos,general-information
219,rear window,really annoys,neg,exterior-features
219,hold assist price,come on,neg,cost
219,built in sundress holder,bad miss,neg,interior-features
219,built in sundress holder,not have,neg,interior-features
219,hold assist system,already pretty install,neu,interior-features
219,light cover,fairly easy,pos,exterior-features
219,cover storage,none,pos,exterior-features
219,-,-,-,unknown
219,-,-,-,unknown
219,planted call features,thankful,pos,general-information
219,satnav,can learn preferred and send best routes,pos,interior-features
219,beam span,convers wider,pos,exterior-features
219,-,-,-,unknown
219,car,most aerodynamic,pos,exterior-features
219,side mirrors,distracted,pos,exterior-features
219,front passenger seat fittings,not exactly ideal,neg,comfort
219,buy,go right ahead,pos,general-information
219,Q5,most exciting car,pos,general-information
219,Q5,brilliant,pos,general-information
219,Q5,all rounder,pos,general-information
219,Q5,one of the very best,pos,general-information
219,Q5,premium,pos,general-information
222,-,-,-,unknown
222,car,sports,pos,quality-aesthetic
222,car,stylish,pos,quality-aesthetic
222,size,small,neg,general-information
222,car,sporty,pos,quality-aesthetic
222,practical,reasonably,neu,interior-features
222,boot,same side as Ford Fiesta,neu,exterior-features
222,boot,quite shallow,neg,exterior-features
222,boot,big problem,neg,exterior-features
222,boot,can only carry things in a certain configuration,neg,exterior-features
222,parcel shelf,can remove,pos,exterior-features
222,rear seats,fold down nice and easy,pos,exterior-features
222,load,big,pos,exterior-features
222,car,sporty,pos,quality-asthetic
222,load,quite impressive for a sporty car,pos,exterior-features
222,backseats,nothing more than a gesture,neg,comfort
222,get in,so tiny,neg,comfort
222,get in,embarrassing,neg,comfort
222,get in,really sliding in less,neg,comfort
222,adults in back,bit funny,neg,comfort
222,-,-,-,unknown
222,style,buy,pos,quality-aesthetic
222,look,stunning,pos,quality-aesthetic
222,car,sports,pos,quality-aesthetic
222,shape,spelt tt,pos,quality-aesthetic
222,shape,instantly recognizable,pos,quality-aesthetic
222,design details,really cool,pos,quality-aesthetic
222,indicator lights,really cool,pos,exterior-features
222,minimalism,perfect example,pos,quality-aesthetic
222,looks,super cool,pos,quality-aesthetic
222,design details,nice,pos,quality-aesthetic
222,-,-,-,unknown
222,climate controls action,really nice,pos,interior-features
222,spaces,quite,neu,interior-features
222,car,quite wide,neu,interior-features
222,practicality,okayish,neu,interior-features
222,door bins,hold a big bottle,pos,interior-features
222,virtual cockpit,best bit,pos,interior-features
222,central screen,none,neu,interior-features
222,entertainment system,in the eye line,pos,interior-features
222,entertainment system view,can change,pos,interior-features
222,system,really really good to use,pos,user-experience
222,price,rather expensive,neg,cost
222,price,problem,neg,cost
222,car,very desirable,pos,general-information
222,cup holder,only one,neg,interior-features
222,-,-,-,unknown
222,weight,50 kilos lighter,pos,performance
222,price,quite expensive,neg,cost
222,cruise control,standard,neu,handling
222,manoeuvring at low speed,joking,neg,handling
222,entertainment screen passenger view,not very good,neg,user-experience
222,drive,brilliant,pos,handling
222,car,sports,neu,quality-aesthetic
222,car,really cool,pos,quality-aesthetic
222,first generation drive,a bit disappointed,neg,handling
222,second generation,big improvement,pos,handling
222,third generation,genuinely sporty,pos,handling
222,third generation,engaging,pos,handling
222,third generation,great fun,pos,handling
222,third generation,surprisingly comfortable,pos,handling
222,-,-,-,unknown
222,wheels,bigger,neu,handling
222,handles,brilliantly,pos,handling
222,front wheel drive version, struggles to put its power down in corners,neg,handling
222,quattro wheel drive,grippy ,pos,handling
222,engine range,brilliant,pos,performance
222,engine range,all good,pos,performance
222,two litre diesel,fast,pos,performance
222,two litre diesel,frugal,pos,performance
222,gearbox,really fast changes,pos,handling
222,manual gearbox,really nice to use,pos,handling
222,seven speed gear box,advantage,pos,handling
222,seven speed gear box,makes car slightly quicker,pos,handling
222,launch control,could do incredible things,pos,performance
222,-,-,-,unknown
222,car,very easy to live,pos,comfort
222,car,everyday,pos,comfort
222,tires,few problem,neg,exterior-features
222,wing mirror,few problem,neg,exterior-features
222,visibility,very good,pos,safety
222,car,easy to place,pos,safety
222,pillars,fatter,neg,safety
222,-,-,-,unknown
222,Audi TT,rather expensive,neg,cost
222,backseats,totally useless,neg,comfort
222,Audi TT,super desirable,pos,general-information
222,drive,brilliant,pos,handling
222,-,-,-,unknown
222,-,-,-,unknown
225,durability,stood the test of time,pos,quality-aesthetic
225,boot,much smaller,neg,exterior-features
225,boot,really really useful,pos,exterior-features
225,boot shape,square,neu,exterior-features
225,boot features,handy,pos,exterior-features
225,rear seats,fold down,pos,interior-features
225,rear seats,split two ways,neu,interior-features
225,rear seats,come around back door to operate,neg,interior-features
225,rear seats,good,pos,comfort
225,room,sufficient,pos,comfort
225,knee room,decent,pos,comfort
225,head room,lot of,pos,comfort
225,head room,people over six foot will be fine,pos,comfort
225,three people in the back,issue,neg,comfort
225,back seat,quite wide,pos,comfort
225,three people in the back,center console gets in the way,neg,comfort
225,transmission tunnel,large,neg,comfort
225,family seat,quite high,neg,comfort
225,three people in the back,not great,neg,comfort
225,front,stood the test of time very very well,pos,quality-aesthetic
225,outside,stood the test of time,pos,quality-aesthetic
225,front,still feels really upmarket,pos,quality-aesthetic
225,styling accents,really nice,pos,quality-aesthetic
225,quality,really strong,pos,quality-aesthetic
225,equipment,really impressive,pos,interior-features
225,seat,leather,pos,interior-features
225,screen,upgraded,pos,interior-features
225,screen,look a little bit stuck,neg,interior-features
225,screen,8 inch,neu,interior-features
225,screen,retractable,neu,interior-features
225,screen,starting to show age,neg,interior-features
225,graphics,little bit low def,neg,interior-features
225,system,not good as latest,neg,user-experience
225,space,not much,neg,interior-features
225,glove box,little bit tight,neg,interior-features
225,door bins,big enough,pos,interior-features
225,ride,ok,neu,handling
225,suspension spring,reinforced plastic,neu,handling
225,weight,reduced,pos,performance
225,stereo,enough volume to fill a 2000 seater hall,pos,interior-features
225,-,-,-,unknown
225,-,-,-,unknown
225,-,-,-,unknown
225,gearbox,a bit jerky,neg,handling
225,low speed manoeuvres,a bit jerky,neg,handling
225,-,-,-,unknown
225,-,-,-,unknown
225,shelf,not deep enough,neg,interior-features
225,shelf,seemingly useful,neg,interior-features
225,front seats,heated,pos,comfort
225,control,bit tricky to use,neg,user-experience
225,s line,sporty looking,pos,quality-aesthetic
225,wheels,bigger,pos,general-information
225,suspension,stiffer,neg,handling
225,ride,spoil,neg,handling
225,ride,kind of fidgety,neg,handling
225,ride,jarring,neg,handling
225,air suspension,optional,neu,handling
225,air suspension,lot of money,neg,cost
225,air suspension,good,pos,handling
225,softer suspension,rides perfectly fine,pos,handling
225,softer suspension,comfortable enough,pos,handling
225,travel,quite nice car,pos,handling
225,sound,not too loud really,pos,comfort
225,sound,tire roar,neg,comfort
225,wind whistle,not much,pos,comfort
225,handle,pretty well,pos,handling
225,drive,front wheel,neu,handling
225,quadrille wheel drive,more grippy,pos,handling
225,A6,never as much fun to drive as BMW A5,neg,handling
225,petrol engine,rapid,pos,performance
225,petrol engine,thirsty,neg,performance
225,diesel engines,very good,pos,performance
225,engine,very responsive,pos,performance
225,engine,smooth,pos,performance
225,shift,quite like a bit naughty,pos,performance
225,clutch,light,pos,handling
225,gear shift,light,pos,handling
225,steering,light,pos,handling
225,steering,very responsive,pos,handling
225,car,quite agile,pos,handling
225,car,brilliant,pos,handling
225,town traffic,slipping through,pos,handling
225,rear window,real problem,neg,interior-features
225,visibility,good,pos,safety
225,rear window,quite low,neg,interior-features
225,sport suspension,firm,neu,handling
225,carrying three in back,not great,neg,comfort
225,equipment,generous,pos,interior-features
225,diesel engines,excellent,pos,performance
225,-,-,-,unknown
225,-,-,-,unknown
225,-,-,-,unknown
230,-,-,-,unknown
230,designed,colors,pos,quality-aesthetic
230,luxury,like limousine,pos,quality-aesthetic
230,back,bit more roomy,pos,comfort
230,headroom,still on tight side,neg,comfort
230,roof,sloping,neg,comfort
230,headroom,okay,neu,comfort
230,storage,best,pos,interior-features
230,back digital climate control,like,pos,interior-features
230,glass,acoustic,pos,interior-features
230,back,serene,pos,comfort
230,types of suspension,all very nice,pos,handling
230,air suspension,top of the range,pos,handling
230,air suspension,really nice for most part,pos,handling
230,air suspension,floats over undulations,pos,handling
230,air suspension,gives the course sophisticated feel,pos,handling
230,small bump,sends a jolt,neg,handling
230,small bump,really order to shock,neg,handling
230,small bump,like a bang,neg,handling
230,rough roads,can feel it just fidgeting around,neg,handling
230,rough roads,breaks the ambience,neg,handling
230,rough roads,not helping,neg,handling
230,-,-,-,unknown
230,bodywork,cool,pos,quality-aesthetic
230,bodywork,swooping,pos,quality-aesthetic
230,car,great looking,pos,quality-aesthetic
230,design,really good,pos,quality-aesthetic
230,design,evolutionary,pos,quality-aesthetic
230,design,not boring,pos,quality-aesthetic
230,looks,really sharp,pos,quality-aesthetic
230,looks,really nice,pos,quality-aesthetic
230,back,sport,pos,quality-aesthetic
230,back light bar,really like,pos,quality-aesthetic
230,boot,decent size,pos,exterior-features
230,type,hatchback,neu,exterior-features
230,boot,more practical than saloon,pos,exterior-features
230,tailgate,huge,pos,exterior-features
230,boot,not quite as practical as estate car,neg,exterior-features
230,boot,looks better than an estate car,pos,exterior-features
230,exhaust,fake,neg,exterior-features
230,character lines,designed mumbo jumbo,neg,quality-aesthetic
230,graphics,designed mumbo jumbo,neg,quality-aesthetic
230,vents,blacked off,neg,exterior-features
230,vents,annoying,neg,exterior-features
230,aerodynamics,improved,pos,quality-aesthetic
230,car,pretty enough,pos,quality-aesthetic
230,grill,big,neu,exterior-features
230,grill,really like,pos,exterior-features
230,looks,really smart looking,pos,quality-aesthetic
230,price,gone up,neg,cost
230,price,quite a bit more expensive,neg,cost
230,car,fully loaded with kit,pos,user-experience
230,lights,three different kinds,neu,exterior-features
230,beam,super high,pos,exterior-features
230,beam,cool,pos,exterior-features
230,lighting animations,cool,pos,exterior-features
230,lights,guide you safely to front door,pos,exterior-features
230,lights,do little dance ,pos,exterior-features
230,-,-,-,unknown
230,lighting functions,different colors ,pos,user-experience
230,lighting functions,pretty cool,pos,user-experience
230,brightness,maximum,pos,user-experience
230,inside,feel that big,pos,user-experience
230,inside,cool,pos,user-experience
230,inside,so lit up,pos,user-experience
230,entertainment screen,love,pos,user-experience
230,entertainment screen,looks fabulous,pos,user-experience
230,entertainment screen,high definition,pos,user-experience
230,entertainment screen,super fast,pos,user-experience
230,entertainment screen,really really quick,pos,user-experience
230,entertainment screen,no physical buttons,neg,user-experience
230,entertainment screen,look down to operate,neg,user-experience
230,entertainment screen,not as good to use when driving,neg,user-experience
230,entertainment screen,haptic feedback,neu,user-experience
230,satnav,full widescreen,pos,user-experience
230,satnav,great,pos,user-experience
230,climate control,problem,neg,user-experience
230,climate control,have to take your eyes off road to set temperature,neg,user-experience
230,climate control,touchscreen down,neg,user-experience
230,climate control,not like,neg,user-experience
230,climate control,bad idea,neg,user-experience
230,voice commands,pretty good,pos,user-experience
230,temperature control,pretty good,pos,user-experience
230,-,-,-,unknown
230,steering,four wheel,neu,handling
230,manoeuvring,super manoeuvrable,pos,handling
230,car,big,neu,general-information
230,car,long,neu,general-information
230,parking,fairly easy,pos,handling
230,wheels,big,neu,handling
230,car,feel much smaller,pos,handling
230,steering,really helpful,pos,handling
230,steering,amazing,pos,handling
230,inside,slightly different,neu,quality-aesthetic
230,dash,slightly angled towards the driver,pos,quality-aesthetic
230,center console,helps make it more sporting,pos,quality-aesthetic
230,quality,same as Z8,neu,quality-aesthetic
230,wood veneer,feels good,pos,quality-aesthetic
230,metal area,very nice,pos,quality-aesthetic
230,plastic,shiny,pos,quality-aesthetic
230,plastic,looks good,pos,quality-aesthetic
230,plastic,will undoubtedly scratch,neg,quality-aesthetic
230,vents,not so great,neg,quality-aesthetic
230,vents,little bit cheap plastic,neg,quality-aesthetic
230,plastic,another cheap,neg,quality-aesthetic
230,plastic,shame,neg,quality-aesthetic
230,plastic,scratchy,neg,quality-aesthetic
230,rest of the car,lovely,pos,quality-aesthetic
230,cabin,very very nice,pos,interior-features
230,seats,lovely,pos,interior-features
230,door handles,operate like a switch,pos,interior-features
230,door ,soft close,pos,exterior-features
230,window,frameless,pos,exterior-features
230,door,shuts for you,pos,exterior-features
230,feel,bit more sporting,pos,handling
230,feel,bit more coop like,pos,handling
230,driving tech,can pretty much drive itself,pos,safety
230,roadworks,car will navigate through lanes ,pos,safety
230,drive,not too long with hands off steering,pos,safety
230,technology,mild hybrid,neu,performance
230,battery,allows it to coast,pos,performance
230,wheels,pretty much free,pos,performance
230,motorway,can lift off throttle,pos,performance
230,engine,decouples,pos,performance
230,fuel,save,pos,performance
230,car,rolls along,pos,performance
230,stop start system,cuts the engine,pos,performance
230,engine,really nice,pos,performance
230,engine,really smooth,pos,performance
230,engine,strong,pos,performance
230,pulling power,layers of,pos,performance
230,engine,suits car really well,pos,performance
230,twin turbo petrol horsepower,more,pos,performance
230,twin turbo petrol torque,less,neg,performance
230,twin turbo petrol,does not suit,neg,performance
230,noise,fake engine sounds,neg,performance
230,engine sounds,not like,neg,performance
230,engine sounds,hate,neg,performance
230,noise,things rattle,neu,performance
230,size,big,neu,general-information
230,weight,heavy,neu,performance
230,drive,all wheel,neu,handling
230,get in,faster,pos,comfort
230,stability,bit more,pos,handling
230,handles,very well,pos,handling
230,handling,not too much roll,pos,handling
230,steering,only complaint,neg,handling
230,steering,sharp enough,pos,handling
230,steering,accurate enough,pos,handling
230,steering,seem little bit weird,neg,handling
230,steering,almost like playing a computer game,neg,handling
230,steering,not really connected to front wheels,neg,handling
230,drive,prevents feeling truly fun,neg,handling
230,car,more about luxury,pos,quality-aesthetic
230,car,very good for getting from A to B,pos,handling
230,car,perfect luxury,pos,quality-aesthetic
230,looks,very cool,pos,quality-aesthetic
230,entertainment system,new,pos,user-experience
230,entertainment system,not totally sold on,neg,user-experience
230,suspension,can jolt over really sharp bumps,neg,handling
230,drive,not a sport,neg,handling
230,looks,cool,pos,quality-aesthetic
230,feels,expensive,pos,handling
230,drive,generally really nice,pos,handling
230,travelling,generally really nice,pos,handling
233,Audi A4,perfect coffee of modern craft,pos,general-information
233,boot space,can put your bike,pos,exterior-features
233,boot space,big enough for most people,pos,exterior-features
233,boot space,not larger than a box,neg,exterior-features
233,boot space,yet not bad at all,neg,exterior-features
233,lip,bit of,neu,exterior-features
233,lip,not too bad,neu,exterior-features
233,scuff plate,handy,pos,exterior-features
233,floor,not false,neg,exterior-features
233,Parcel shelf,slides,pos,exterior-features
233,Parcel shelf,easy to remove,pos,exterior-features
233,boot,pretty smart lighting,pos,exterior-features
233,seats,fold down three way,pos,exterior-features
233,center seats,fall down on its own,pos,exterior-features
233,seats,fold down with levers,neu,exterior-features
233,seat release,push the seats back,neg,exterior-features
233,seat release,bit of pain,neg,exterior-features
233,load area,fairly continuous flight lobe,pos,exterior-features
233,load area,slide heavy items right to the front,pos,exterior-features
233,load area,not completely flat,neg,exterior-features
233,load area,not a big problem,pos,exterior-features
233,quality,pretty good,pos,quality-aesthetic
233,locks,heavy,pos,exterior-features
233,locks,solid,pos,exterior-features
233,locks,firmly place,pos,exterior-features
233,room,plenty of,pos,comfort
233,driving position,usual,neu,comfort
233,knee room,lots of,pos,comfort
233,body,square,pos,quality-aesthetic
233,people over six foot,fine,pos,comfort
233,carrying three,not so good,neg,comfort
233,middle seat,little bit small,neg,comfort
233,middle seat,not that comfortable,neg,comfort
233,transmission tunnel,big,neg,comfort
233,body,not quite wide,neg,comfort
233,three adults in the back,feel the squeeze,neg,interior-features
233,-,-,-,unknown
233,-,-,-,unknown
233,door bins,can take a big bottle,pos,interior-features
233,door bins,big,pos,interior-features
233,price,rather expensive,neg,cost
233,car,feel very very upmarket,pos,quality-aesthetic
233,interior design,lovely,pos,quality-aesthetic
233,interior design,faultless,pos,quality-aesthetic
233,quality,exemplary,pos,quality-aesthetic
233,plastics,not too squidgy,pos,quality-aesthetic
233,feel,solid,pos,quality-aesthetic
233,interior,lovely,pos,quality-aesthetic
233,climate control dials,really really nice,pos,interior-features
233,entertainment system,upgraded,pos,interior-features
233,screen,bigger,pos,interior-features
233,process,faster,pos,interior-features
233,entertainment system,easy to use,pos,user-experience
233,system,slick,pos,interior-features
233,system,absolutely love,pos,interior-features
233,system,better than Audi virtual cockpit,pos,interior-features
233,mapping,full widescreen,pos,user-experience
233,mapping,love,pos,user-experience
233,system,worth upgrade,pos,user-experience
233,-,-,-,unknown
233,buying,confusing business,neg,cost
233,turbo petrol engine,really really good,pos,performance
233,manual gearbox,nice,pos,handling
233,auto gearbox,really nice one,pos,handling
233,three litre V sixty,silky smooth,pos,performance
233,three litre V sixty,super fast,pos,performance
233,three litre V sixty,just as economical as two litre diesel,pos,performance
233,front wheel drive,fine,pos,handling
233,all wheel drive,little bit more grippy,pos,handling
233,all wheel drive,easier to hustle down back road,pos,handling
233,suspension choice,so confusing,neg,handling
233,adaptive suspension,better,pos,handling
233,comfort adaptive,can firm up,pos,handling
233,comfort mode,super super waffle,pos,handling
233,comfort mode,very very comfy,pos,handling
233,comfort suspension,reasonably enough,neu,handling
233,drive,pretty sharp,pos,handling
233,drive,not as much furnace,pos,handling
233,drive,easily good enough,pos,handling
233,sound,very quiet,pos,handling
233,travelling,easy,pos,handling
233,drive,easy,pos,handling
233,visibility,decent,neu,safety
233,blind spot,better,pos,safety
233,-,-,-,unknown
233,interior leather,annoying,neg,quality-aesthetic
233,ride,slightly firmer,pos,handling
233,rear window,only go down this far,neg,exterior-features
233,knee airbag,none,neg,safety
233,-,-,-,unknown
233,plenty of things,like,pos,general-information
233,-,-,-,unknown
233,aerodynamic,most,pos,comfort
233,efficiency,greater,pos,comfort
233,-,-,-,unknown
233,-,-,-,unknown
233,weight,120 kilos lighter,pos,performance
233,car,easier to push,pos,handling
233,-,-,-,unknown
233,car,really nice,pos,general-information
233,car,posh,pos,quality-aesthetic
233,car,uncomfortable,neg,comfort
233,car,practical,pos,interior-features
236,-,-,-,unknown
236,looks,rather like a stormtrooper,neu,quality-aesthetic
236,design,little bit more interesting than Audi A3,pos,quality-aesthetic
236,-,-,-,unknown
236,car,very similar to A3,neu,general-information
236,design,dust,neu,quality-aesthetic
236,equipment,okay,neu,interior-features
236,trim,different color,pos,quality-aesthetic
236,car,can personalize,pos,user-experience
236,screen,touch,neu,interior-features
236,screen,standard,neu,interior-features
236,screen,seven inch,neu,interior-features
236,system,very good,pos,user-experience
236,system,easy to use,pos,user-experience
236,-,-,-,unknown
236,technology pack processor,faster,pos,interior-features
236,views,absolutely glorious,pos,quality-aesthetics
236,car,feel super modern,pos,user-experience
236,materials,soft,neu,quality-aesthetic
236,materials,yielding,neg,quality-aesthetic
236,quality,not particularly good,neg,quality-aesthetic
236,car,well built,pos,user-experience
236,car,solid,pos,quality-aesthetic
236,controls,nice,pos,user-experience
236,controls,easy,pos,user-experience
236,everything,simple to use,pos,user-experience
236,spaces,couple,neu,interior-features
236,spaces,alright,neu,interior-features
236,spaces,not quite as good,neg,interior-features
236,door bins,really big enough,pos,interior-features
236,door bins,can hold large bottle,pos,interior-features
236,-,-,-,unknown
236,-,-,-,unknown
236,door bins,decent size,neu,interior-features
236,headroom,enough,neu,comfort
236,kneeroom,alright,neu,comfort
236,headroom,People over six foot will just be able to cope,neu,comfort
236,back,not all perfect,neg,comfort
236,backrest,little bit upright,neg,comfort
236,cummings,quite dark,neg,comfort
236,roofline,dark,neg,comfort
236,back,little bit dingy,neg,comfort
236,middle seat,quite high,neg,comfort
236,middle seat headroom,head touching the roof,neg,comfort
236,foot walls,small,neg,comfort
236,middle seat footroom,feet on the runners of the front seat,neg,comfort
236,body,quite narrow,neg,comfort
236,room,all really squashed in,neg,comfort
236,boot,tale of two hearts,neu,exterior-features
236,seats,actually alright,neu,interior-features
236,load lip,not much of,neg,exterior-features
236,lift items,dead easy in and out,pos,exterior-features
236,under storage,extra,pos,exterior-features
236,socket,little bit annoying,neg,exterior-features
236,seat folding,looks annoying,neg,exterior-features
236,boot volume,not as big as rivals,neg,exterior-features
236,boot volume,disappointing,neg,exterior-features
236,size,little,neg,exterior-features
236,type,SUV,neu,exterior-features
236,driving experience,good,pos,user-experience
236,driving position,very easy ,pos,handling
236,drive,easy,pos,handling
236,view,can view over traffic,pos,handling
236,driving position,fairly comfortable,pos,handling
236,sport suspension,firm,neg,handling
236,adaptive dampers,even more comfortable,pos,handling
236,handling,good balance between comfort,pos,handling
236,grip,sufficient,pos,handling
236,all wheel drive,more grip,neu,handling
236,grip,good enough as it is,pos,handling
236,pickup range,goes pretty quickly,pos,performance
236,cruising ability,pretty good,pos,handling
236,seats,nice,pos,comfort
236,seats,comfortable,pos,comfort
236,sound,quiet car,pos,comfort
236,sound,bit of wind,neu,comfort
236,back pillar,massive,neg,safety
236,back pillar,really pain,neg,safety
236,-,-,-,unknown
236,-,-,-,unknown
236,air 18,quite small,neg,exterior-features
236,gearbox,little bit jerky,neg,handling
236,gearbox,great comfort,pos,handling
236,low speed manoeuvres,little bit jerky,neg,handling
236,electric lumbar support,cost option,neu,cost
236,parking sensors,cost option,neg,cost
236,-,-,-,unknown
236,seats,fold down,pos,interior-features
236,-,-,-,unknown
236,-,-,-,unknown
236,-,-,-,unknown
236,-,-,-,unknown
236,-,-,-,unknown
236,-,-,-,unknown
236,style,really good,pos,quality-aesthetic
236,SUV,little,neg,quality-aesthetic
236,-,-,-,unknown
236,-,-,-,unknown
240,feel,genuine big car,pos,general-information
240,car,quite dinky little,neu,general-information
240,quality,up there,pos,quality-aesthetic
240,storage,so bad,neg,user-experience
240,car,little,neg,user-experience
240,equipment,pretty generous,pos,user-experience
240,screen,poppet,neg,user-experience
240,swivel wheel,much easier than touch screen,pos,user-experience
240,graphics screen,little bit low definition,neg,user-experience
240,graphics screen,problem,neg,user-experience
240,cabin,classy,pos,interior-features
240,car,expensive enough,neu,interior-features
240,ambient lighting package,can enhance,pos,interior-features
240,accents,can change colors,pos,interior-features
240,Audi A one,beauty,pos,quality-aesthetic
240,car,effortlessly cool,pos,quality-aesthetic
240,car,really small,neg,quality-aesthetic
240,car,classy looking ,pos,quality-aesthetic
240,car,raw,pos,exterior-features
240,car,practical,pos,exterior-features
240,boot capacity,decent,neu,exterior-features
240,boot features,neat,pos,exterior-features
240,boot floor,can raise well,pos,exterior-features
240,parcel shelf,wish Audi had figured out somewhere useful to store,neg,exterior-features
240,seats,not completely flat,neg,exterior-features
240,seats,still sticking up,neg,exterior-features
240,seats,not too bad,neg,exterior-features
240,boot,still quite practical,pos,exterior-features
240,get in,quite easy,pos,comfort
240,front seats,slide far forward,pos,comfort
240,back get in,even inflexible people can,pos,comfort
240,back,alright,neu,comfort
240,car,small,neu,comfort
240,headspace,roofline eat into,neg,comfort
240,roofline,sloping,neg,comfort
240,back,not comfy for a long journey,neg,comfort
240,features,not fascinating,neu,general-information
240,-,-,-,unknown
240,-,-,-,unknown
240,-,-,-,unknown
240,-,-,-,unknown
240,phone box,handy,pos,interior-features
240,drive,easy,pos,handling
240,drive,relaxing,pos,handling
240,controls,super light,pos,handling
240,gearshift,super light,pos,handling
240,steering,super light,pos,handling
240,pedals,super light,pos,handling
240,car,small,neu,handling
240,sound,pretty quiet,pos,comfort
240,pillar,problem,neg,safety
240,pillar,blind spot,neg,safety
240,s c car,entry level,neu,handling
240,s c suspension,nice,pos,handling
240,s c suspension,soft,pos,handling
240,s c suspension,comfortable,pos,handling
240,ride,really good,pos,handling
240,sport,firmer setup,neg,handling
240,s line,firmer setup,neg,handling
240,s line ride,ruins,neg,handling
240,s line ride,no improvement,neg,handling
240,s line ride,wrong place if looking for fun,neg,handling
240,-,-,-,unknown
240,central arm rest,none,neg,comfort
240,headroom,little bit cramped,neg,comfort
240,drive,not really that much fun,neg,handling
240,feel,luxurious,pos,quality-aesthetic
240,price,very economical,pos,cost
245,-,-,-,unknown
245,shape,like tortoise,neg,quality-aesthetic
245,-,-,-,unknown
245,-,-,-,unknown
245,grill,new,pos,quality-aesthetic
245,tail lights,some flash new,pos,exterior-features
245,interior,all very nice,pos,interior-features
245,interior,well made,pos,interior-features
245,quality,typical Audi,pos,quality-aesthetic
245,design,feel little bit on the old side,neg,quality-aesthetic
245,virtual cockpit,conquered,pos,user-experience
