,Unnamed: 0,id,segment_id,aspect_lemmatized,opinion_lemmatized,sentiment
1430,,231,7,summer tire,grippy,pos
1431,,231,7,exterior styling,aggressive,pos
1432,,231,7,gear shift,presumably sport,pos
1433,,231,7,interior,raced,pos
1434,,231,7,drive,enhanced thrill,pos
1435,485,231,8,-,-,-
1436,486,231,9,ride,noticeably firmer,pos
1437,487,231,10,car,fun,pos
1438,488,231,11,car,fun,pos
1439,489,231,12,clutch,dual,neu
1440,,231,12,clutch,quicker,pos
1441,,231,12,clutch,smoother,pos
1442,,231,12,clutch,turbolag,neg
1443,,231,12,acceleration,feel uneven stop,neg
1444,,231,12,acceleration,sudden power hit pronounced,neg
1445,,231,12,GT-R,good balance power efficiency,pos
1446,,231,12,G L A4,especially pronounced,pos
1447,490,231,13,feel,bold,pos
1448,,231,13,highway efficiency,low thirty,neu
1449,491,231,14,drive,wheel,neu
1450,,231,14,lift gate,power,pos
1451,,231,14,leather,faux,pos
1452,,231,14,front seat,memory,pos
1453,,231,14,front seat,14 way,pos
1454,,231,14,key le entrry,sound entitled,pos
1455,,231,14,car,luxury,pos
1456,492,231,15,price,line BMW X1 Audi Q3,pos
1457,493,231,16,room,Acura RDX roomier,neg
1458,,231,16,size,small,neu
1459,,231,16,GI .A.,fun fit,pos
1460,494,232,1,A4,high regard,pos
1461,,232,1,car,conventional,pos
1462,,232,1,performance,increased,pos
1463,495,232,2,-,-,-
1464,496,232,3,drive,hoot,pos
1465,,232,3,pedal spring,hesitation,pos
1466,,232,3,0 60,well,pos
1467,,232,3,0 60,good,pos
1468,,232,3,throttle response,real magic,pos
1469,,232,3,tour curve,hugely expansive,pos
1470,,232,3,power buildup,linear,neu
1471,,232,3,power buildup,non dramatic,pos
1472,497,232,4,practical side,placate,pos
1473,,232,4,front seat,supremely comfortable,pos
1474,,232,4,front seat,anti extension,neg
1475,,232,4,cabin,well hushed,pos
1476,498,232,5,fuel economy,surprisingly decent,pos
1477,,232,5,power,significantly powerful A4,pos
1478,,232,5,mpg,6 compared A4,pos
1479,,232,5,practicality,stop fuel economy,pos
1480,499,232,6,S4,agressively tuned,neu
1481,,232,6,steering reflex,sharp,pos
1482,,232,6,Quattro drive system,smartly callibrated,pos
1483,,232,6,going fast,require great deal control,pos
1484,,232,6,handling,slouch,pos
1485,500,232,7,price,never affordable,pos
1486,,232,7,corner handling,blast corner,pos
1487,501,232,8,headlight,full led,neu
1488,,232,8,roof,moon,neu
1489,502,232,9,front seat,heated,pos
1490,,232,9,individual setting,customizable,pos
1491,,232,9,medium centre,intuitively designed,pos
1492,,232,9,medium centre,remote operated,pos
1493,,232,9,medium centre,seven inch,neu
1494,,232,9,transmission,really good,pos
1495,,232,9,A4 dual clutch,sophisticated,pos
1496,503,232,10,upshifts,nearly quick twin clutch,pos
1497,,232,10,downshift,slight hesitation,neg
1498,504,232,11,-,-,-
1499,505,232,12,steering wheel,heated,pos
1500,506,232,13,cruise control,adaptive,neu
1501,,232,13,technology,safe,pos
1502,507,232,14,BMW 3 40 I engine,slightly le powerful,neg
1503,,232,14,"BMW 3 40 I , drive",reae wheel,neg
1504,508,232,15,price,similar AMG C 43,neu
1505,509,232,16,drive,rear wheel,neu
1506,,232,16,interior,gorgeous,pos
1507,,232,16,output figure,comparable,neu
1508,510,232,17,town,legitimate luxury sedan,pos
1509,,232,17,S4,better,pos
1510,,232,17,S4,higher performing A4,pos
1511,,232,17,S4,proper sport car,pos
1512,511,234,1,-,-,-
1513,512,234,2,car,player entry luxury segment,neu
1514,,234,2,price tag,low,pos
1515,513,234,3,price,sound good,pos
1516,,234,3,type,sedan,neu
1517,514,234,4,-,-,-
1518,515,234,5,sunroof,big,pos
1519,,234,5,seat,leather,pos
1520,,234,5,screen,thin,neg
1521,,234,5,screen,low resolution,neg
1522,516,234,6,base car,lovely,pos
1523,,234,6,drive,front wheel,neu
1524,,234,6,gearbox,winner,pos
1525,,234,6,shifting,impressive,pos
1526,,234,6,shifting,smoothness,pos
1527,517,234,7,road demeanor,worthy praise,pos
1528,,234,7,steering wheel parking,light,pos
1529,,234,7,steering wheel parking,manageable,pos
1530,,234,7,steering speed,firm,pos
1531,,234,7,steering speed,engaging,pos
1532,,234,7,A3,agile,pos
1533,,234,7,suspension,never abusive,pos
1534,,234,7,brake,feel good,pos
1535,,234,7,sound,quiet,pos
1536,,234,7,overall length,short,neu
1537,,234,7,car,totally stable,pos
1538,518,234,8,size,small,neu
1539,,234,8,size,lack,neu
1540,,234,8,general layout,clean,pos
1541,,234,8,general layout,logical,pos
1542,,234,8,general layout,touch sportiness,pos
1543,,234,8,material selection,excellent,pos
1544,519,234,9,trunk,small side,neg
1545,,234,9,backseat,"well, cozy",neu
1546,520,234,10,-,-,-
1547,521,234,11,Audi interface,simple,pos
1548,,234,11,Audi interface,intuitive,pos
1549,,234,11,climate control,simple,pos
1550,,234,11,climate control,intuitive,pos
1551,,234,11,button placement,visually hard check,neg
1552,,234,11,passenger space,gain much needed,neu
1553,522,234,12,gear stuff,high end,pos
1554,,234,12,headlight,led,neu
1555,,234,12,touch pad,clever,pos
1556,,234,12,touch pad,conveniently,pos
1557,523,234,13,-,-,-
1558,524,234,14,Mercedes-Benz C . L . A,fewer feature,pos
1559,,234,14,Mercedes-Benz C . L . A,interesting design,pos
1560,,234,14,BMW two series,powerful,pos
1561,,234,14,A3 gravitas,neither could match,pos
1562,,234,14,S3,high performance,pos
1563,,234,14,Audi A3 lineup,plug hybrid sportsback,pos
1564,,234,14,A3,gasoline powered,neu
1565,,234,14,A3,traditional sedan,neu
1566,,234,14,traditional sedan,love,pos
1567,,234,14,traditional sedan,nice,pos
1568,525,234,15,riding,premium,pos
1569,,234,15,handling,premium,pos
1570,,234,15,feature,bunch cool,pos
1571,,234,15,car,luxury,pos
1572,,234,15,car,elevated image,pos
1573,,234,15,size,smaller package,neu
1574,,234,15,size,downsize,neu
1575,526,235,1,A7,exceptionally nice,pos
1576,,235,1,A7,luxury,pos
1577,,235,1,type,SUV,neu
1578,527,235,2,architecture,completely new,pos
1579,,235,2,architecture,aluminium rich,pos
1580,,235,2,weight,hundred pound lighter,pos
1581,528,235,3,weight,lighter,pos
1582,,235,3,look,prettier,pos
1583,529,235,4,cabinet,plenty praise,pos
1584,,235,4,sound,serenely quiet,pos
1585,,235,4,aura,luxury,pos
1586,,235,4,aura,sweet,pos
1587,,235,4,sound,quiet luxury,pos
1588,530,235,5,suspension,softly srung,neg
1589,,235,5,suspension,definitely feel road,neg
1590,,235,5,normal driving,unpleasent harshness deftly subdued,pos
1591,,235,5,ride,lovely,pos
1592,,235,5,corner grip,tenacious,pos
1593,,235,5,body control,impressive,pos
1594,,235,5,steering,delightful directness,pos
1595,,235,5,balance point,nearly ideal fun refinement,pos
1596,,235,5,drive train flooring,nearly ideal fun refinement,pos
1597,531,235,6,engine output,adequate,pos
1598,,235,6,shift,swift,pos
1599,,235,6,shift,nearly imperceptible,pos
1600,,235,6,drive,wheel,neu
1601,,235,6,fuel economy,good,pos
1602,,235,6,torque capability,admirable,pos
1603,,235,6,automatic engine start stop system,fairly unobtrusive,pos
1604,,235,6,automatic engine start stop system,conserve fuel,pos
1605,,235,6,0 60 acceleration,sub six,neu
1606,532,235,7,display,high resolution,pos
1607,,235,7,display,right looking,pos
1608,,235,7,display,look pretty cool,pos
1609,533,235,8,Q7,perfect,neg
1610,534,235,9,flipping second row seat,require two seat,neg
1611,,235,9,flipping second row seat,flop,neg
1612,535,235,10,interior,kind wonderful,pos
1613,,235,10,interior,look mordern,pos
1614,,235,10,interior,rich,pos
1615,,235,10,material quality,brilliant,pos
1616,,235,10,accent,love,pos
1617,,235,10,accent,techie,pos
1618,,235,10,accent,streaky,pos
1619,,235,10,map light,touch,pos
1620,,235,10,map light,glowing ring surround,pos
1621,536,235,11,car,new,neu
1622,537,235,12,Q7,functional note,neu
1623,538,235,13,center console,little storage,neg
1624,,235,13,phone spot,handy,pos
1625,,235,13,arm,adjustable,pos
1626,,235,13,arm,handy,pos
1627,539,235,14,control,demand slight learning curve,neg
1628,,235,14,control,make sense long,pos
1629,540,235,15,size,dimensionally smaller,neg
1630,,235,15,inside,actually roomier,pos
1631,,235,15,second row seat,reclining,pos
1632,,235,15,second row seat,sliding,pos
1633,,235,15,second row seat,split three way,pos
1634,,235,15,back space,ton,pos
1635,,235,15,third row,power operated 50 50 split,neu
1636,,235,15,third row,barely tolerable adult,neg
1637,,235,15,third row,kid should'nt complain,pos
1638,541,235,16,-,-,-
1639,542,235,17,cargo sppace,healthy,pos
1640,,235,17,cargo space,boost lowering third row,pos
1641,543,235,18,trim,premium,pos
1642,,235,18,equipment,robustly equipped,pos
1643,,235,18,lift gate,power,pos
1644,,235,18,upholstery,leather,neu
1645,,235,18,sunroof,two channel,neu
1646,,235,18,sunroof,panoranamic,pos
1647,,235,18,automatic braking,sens vehicle pedestrian,pos
1648,544,235,19,-,-,-
1649,545,235,20,audio system,premium,pos
1650,,235,20,tailgate,foot activated,pos
1651,546,235,21,car,lot fun play,pos
1652,,235,21,car,luxury,pos
1653,547,235,22,pricewise,absolutely loaded,pos
1654,,235,22,pricewise,Q7 prestige trip,neu
1655,548,235,23,Audi Q7,deserves attention,pos
1656,,235,23,Audi Q7,luxury SUV,pos
1657,,235,23,vehicle,proper luxury,pos
1658,,235,23,vehicle,legitimate family hauler,pos
1659,,235,23,drive,enjoy,pos
1660,,235,23,car,enjoy live,pos
1661,549,237,1,size,compact,neu
1662,,237,1,car,luxury,pos
1663,,237,1,car,pretty much everything,pos
1664,550,237,2,interior,fawning praise,pos
1665,,237,2,material,top quality,pos
1666,,237,2,look,crisp,pos
1667,,237,2,look,mordern aesthetic,pos
1668,,237,2,look,mordernism,pos
1669,,237,2,cockpit,usable space,pos
1670,,237,2,control,unfussy,pos
1671,551,237,3,long haul,supportive,pos
1672,,237,3,front seat,powered,pos
1673,,237,3,feature,list indulgent,pos
1674,552,237,4,-,-,-
1675,553,237,5,backseat,everybody's plush,pos
1676,,237,5,front seat,nice material quality,pos
1677,,237,5,front seat sound,note,neg
1678,,237,5,second row sound,slide decline,neg
1679,,237,5,laid back position,could use little lean,neg
1680,,237,5,center tunnel,incredibly high,neg
1681,,237,5,middle seat,ludicrous position,neg
1682,,237,5,middle seat legroom,jam front seat rail,neg
1683,554,237,6,rear quarter,work fine,pos
1684,,237,6,roof,panoramic,neu
1685,,237,6,roof,moon,neu
1686,555,237,7,cabin,delightful,pos
1687,,237,7,cabin,feel bright,pos
1688,,237,7,cabin,open,pos
1689,,237,7,interior,even delightful,pos
1690,556,237,8,cup holder,small,neg
1691,,237,8,cup holder,dislike,neg
1692,,237,8,look,handsome,pos
1693,,237,8,look,sculpted,pos
1694,,237,8,look,desirable,pos
1695,557,237,9,cargo hold,nicely shaped,pos
1696,,237,9,release,conveniently placed,pos
1697,,237,9,rear seat,split 40 2040,neu
1698,558,237,10,fuel economy,amazing compact SUV,neg
1699,,237,10,fuel economy,actually quite good compact luxury SUV,pos
1700,,237,10,power delivery,refined,pos
1701,,237,10,shift,kind rapid expect,pos
1702,,237,10,shift operation,seamless,pos
1703,,237,10,shift operation,slightly marred little bit surgeon,neg
1704,,237,10,drive,wheel,neu
1705,,237,10,efficiency,improved,pos
1706,,237,10,handling,lively,pos
1707,,237,10,grip,wheather,pos
1708,559,237,11,offroad mode,dedicated,pos
1709,,237,11,ground clearence,8.2 inch,neu
1710,,237,11,driving,outstanding manner,pos
1711,,237,11,performance,skillfully negotiated chasm comfort sport,pos
1712,560,237,12,sound,incredibly quiet,pos
1713,,237,12,outward visibility,clear,pos
1714,,237,12,brake,strong,pos
1715,,237,12,field,excellent,pos
1716,561,237,13,drive,absolute pleasure,pos
1717,,237,13,air suspension,adaptive,pos
1718,562,237,14,-,-,-
1719,563,237,15,SUV,fun,pos
1720,564,237,16,feature,packed,pos
1721,,237,16,tailgate,power,neu
1722,565,237,17,-,-,-
1723,566,237,18,infotaintment system,work pretty well,pos
1724,,237,18,infotaintment system knob,wish touch screen,neg
1725,,237,18,Apple carplay,lovely,pos
1726,,237,18,Apple carplay,standard,neu
1727,,237,18,touch screen,lack,neg
1728,,237,18,swiping zoom maneuver,great,pos
1729,,237,18,Apple carplay,love much,pos
1730,567,237,19,front seat,ventilated,pos
1731,,237,19,rear seat,heated,pos
1732,,237,19,tailgate,handsfree,pos
1733,568,237,20,speaker,brilliant,pos
1734,,237,20,audio system,premium,pos
1735,,237,20,display,vivid,pos
1736,,237,20,display,reconfigurable,pos
1737,569,237,21,beam,high,neu
1738,,237,21,beam,automatic,neu
1739,,237,21,steering guidance,invest little le brain power,pos
1740,570,237,22,car,maximally loaded,pos
1741,,237,22,drive,wheel,neu
1742,,237,22,Q5,sporty,pos
1743,,237,22,Q5,comfortable,pos
1744,,237,22,Q5,agreeable,pos
1745,,237,22,Q5,understanding,pos
1746,571,237,23,car,charm intensified,pos
1747,,237,23,car,truly well-rounded,pos
1748,,237,23,size,compact,neu
1749,,237,23,car,luxury,pos
1750,572,238,1,Audi TT,pretty well,pos
1751,,238,1,shape,basic,neu
1752,,238,1,driving experience,evolved considerably,pos
1753,573,238,2,design,fresh familiar,neu
1754,,238,2,front face,three D style,pos
1755,,238,2,edge,sharper,pos
1756,,238,2,TT,look like baby R8,neu
1757,,238,2,TT,mini R8,neu
1758,574,238,3,virtual cockpit,positively fantastic,pos
1759,575,238,4,display,easily switched,pos
1760,,238,4,system,instantaneous response,pos
1761,,238,4,information,blended together harmonious way,pos
1762,,238,4,distracted driving,reduced inclination,pos
1763,,238,4,MMI interface,revamped,pos
1764,,238,4,touch pad,gesture controlled,pos
1765,,238,4,ergonomics,natural,pos
1766,,238,4,ergonomics,ease use,pos
1767,,238,4,mastering system,slight learning curve,pos
1768,,238,4,mastering system,moderate tech savy driver feel home,pos
1769,576,238,5,philosophy,minimalist,pos
1770,,238,5,philosophy,holy,pos
1771,,238,5,digital climate control,embracing elegance simplicity,pos
1772,,238,5,digital climate control,built directly air vent,neu
1773,,238,5,event,fixed position,neu
1774,577,238,6,clicking sound,annoying,neg
1775,,238,6,driver's seat,left nothing desired term comfort support,pos
1776,,238,6,rear seat legroom,friendly leg Annie Wilkes,neg
1777,,238,6,rear seat roadster,non-existant,neg
1778,578,238,7,storage space,clever use,pos
1779,579,238,8,cell phone spot,convenient,neg
1780,580,238,9,winding mountain road,everything ask,pos
1781,,238,9,drive,light nimble package,pos
1782,,238,9,grip,quickly becomes non issue,pos
1783,,238,9,driving position,perfectly centred,pos
1784,,238,9,steering wheel shape,elevate Audi rival,pos
1785,,238,9,steering ratio,best quality,pos
1786,,238,9,steering ratio,tiight,pos
1787,,238,9,turning radius,also tight,pos
1788,,238,9,steering ratio ride,quick,pos
1789,,238,9,ride quality,"slip softer BMW , Z4 Mercedes-Benz S L C aggressive Porsche , Boxter Cayman",pos
1790,,238,9,stopping power,"slip softer BMW , Z4 Mercedes-Benz S L C aggressive Porsche , Boxter Cayman",pos
1791,,238,9,driver involvement,"slip softer BMW , Z4 Mercedes-Benz S L C aggressive Porsche , Boxter Cayman",pos
1792,,238,9,comfort,everyday,pos
1793,,238,9,performance,engaging,pos
1794,581,238,10,cabin noise,equal small luxury sedan,pos
1795,582,238,11,TT,convertible,neu
1796,,238,11,quality,high end touring,pos
1797,,238,11,price point,significantly lower,neg
1798,,238,11,windscreen,electronic,neu
1799,,238,11,windscreen,releives wind turbulence,pos
1800,583,238,12,event,blow hot air,pos
1801,,238,12,top,soft,neu
1802,,238,12,top,triple layer,neu
1803,584,238,13,engine,exclusive,pos
1804,,238,13,dual clutch,well mannered,pos
1805,,238,13,turbo lag,practically free,pos
1806,,238,13,fuel economy,greatly impacting,pos
1807,,238,13,drive,rear wheel,neu
1808,,238,13,exterior,sharper styling,pos
1809,,238,13,seat,sport,neu
1810,,238,13,seat,heavily bolstered,pos
1811,585,238,14,-,-,-
1812,586,238,15,equipment,impressively well equipped,pos
1813,,238,15,windshield wiper,rain sensing,pos
1814,,238,15,fuel filler,capitalist,pos
1815,,238,15,seat,heated,pos
1816,,238,15,seat,leather,pos
1817,587,238,16,-,-,-
1818,588,238,17,-,-,-
1819,589,238,18,blind spot mornitoring,highly recommendable,pos
1820,,238,18,speaker sound system,banging,pos
1821,590,238,19,TT,fully loaded,pos
1822,,238,19,price,relatively bargain,pos
1823,,238,19,car,convertible,neu
1824,,238,19,car,luxury,pos
1825,,238,19,door,two,neu
1826,,238,19,Audi TT,tough,pos
1827,591,239,1,-,-,-
1828,592,239,2,drive,wheel,neu
1829,,239,2,ip torque vectoring rear differentia,limited,neg
1830,,239,2,performance,abundance,pos
1831,,239,2,torque rating,seem little underwhelming,neg
1832,,239,2,rev,abundant,pos
1833,,239,2,drive,taunting drive hard abundant,pos
1834,,239,2,top end rush,abundant,pos
1835,,239,2,engine,inspirational,pos
1836,,239,2,V8 engine,glorious,pos
1837,,239,2,power,big,pos
1838,,239,2,performance,stellar,pos
1839,,239,2,performance,remarkably accessible,pos
1840,593,239,3,drive system,wheel,neu
1841,,239,3,drive system,dynamically deviate traction demand,pos
1842,,239,3,drive system,excellent,pos
1843,,239,3,agility,improved,pos
1844,,239,3,torque redirection,constant,neu
1845,,239,3,torque redirection,utterly predictable,pos
1846,,239,3,corner acceleration,drama free,pos
1847,,239,3,lateral grip,abundant,pos
1848,,239,3,steering,slightly numb,neg
1849,,239,3,steering,precise,pos
1850,,239,3,dynamic package,compelling,pos
1851,,239,3,dynamic package,welcome driver,pos
1852,,239,3,dynamic package,intimidating,pos
1853,,239,3,unfamiliar back road,nice trade,pos
1854,,239,3,front brake,powerful,pos
1855,,239,3,front brake disk,squeezed,pos
1856,594,239,4,disk,neat looking,pos
1857,,239,4,design feature,weight reducing,pos
1858,,239,4,front brake,carbon ceramic,neu
1859,595,239,5,clutch,excellent,pos
1860,,239,5,clutch,shift quickly,pos
1861,,239,5,throttle response,better,pos
1862,596,239,6,E brake,old school,neu
1863,,239,6,E break activation lever,little,neu
1864,597,239,7,interior design,super clean,pos
1865,,239,7,trim,carbon fibre,neu
1866,,239,7,steering wheel,flat bottom,neu
1867,,239,7,seat,sport,pos
1868,,239,7,seat,heavily bolstered,pos
1869,,239,7,door handle,redesigned,pos
1870,,239,7,door handle,impression lightness,neu
1871,598,239,8,exterior,share roof door A5,pos
1872,,239,8,roof,hood,neu
1873,,239,8,exterior,numerous enhancement,pos
1874,,239,8,visual presence,supersedes already gorgeous A5,pos
1875,,239,8,grill,honeycomb,pos
1876,,239,8,grill,huge,pos
1877,,239,8,light,striking led,pos
1878,,239,8,height,lowered 0.8 inch,pos
1879,,239,8,fender,flaired air,neu
1880,,239,8,spoiler,enlarged,pos
1881,,239,8,spoiler,retractable,pos
1882,599,239,9,appearence,track ready,pos
1883,,239,9,ride,firm,pos
1884,,239,9,ride,harsh,pos
1885,,239,9,suspension,signle setting,neg
1886,,239,9,suspension,reasonable compromise,neu
1887,,239,9,damper,,neg
1888,600,239,10,-,-,-
1889,601,239,11,performer,highly capable,pos
1890,602,239,12,price,may huge deal,neg
1891,603,239,13,design,excellent,pos
1892,,239,13,performance,exhillirating,pos
1893,,239,13,performance,untimidating,neu
1894,,239,13,spirit,iconoclast,pos
1895,,239,13,hierarchy,top,pos
1896,,239,13,price,worth money,pos
1897,604,241,1,-,-,-
1898,605,241,2,-,-,-
1899,606,241,3,chasis,lighter,pos
1900,,241,3,chasis,rigid,pos
1901,,241,3,suspension tuning,brilliant,pos
1902,,241,3,car,luxury sedan,pos
1903,,241,3,type,sedan,neu
1904,,241,3,grip,like vice,pos
1905,,241,3,ride,like popular luxury,pos
1906,,241,3,steering,certified snob,pos
1907,,241,3,steering,waiting spot,pos
1908,,241,3,steering,well calibrated,pos
1909,,241,3,high speed,car stable,pos
1910,,241,3,A4,heart,pos
1911,607,241,4,steering,fantastic,pos
1912,,241,4,steering,extremely tight turning radius,pos
1913,,241,4,tight space,joy navigate,pos
1914,608,241,5,excellent,economics,pos
1915,,241,5,sightlines,good,pos
1916,,241,5,sound,quieter cabin,pos
1917,609,241,6,size,something special,pos
1918,,241,6,throttle response,frustratingly lag,neg
1919,,241,6,0 60 spread,good,pos
1920,,241,6,0 60 spread,pretty quick,pos
1921,,241,6,pull,hard way rpm range,pos
1922,,241,6,sound,pretty darn good,pos
1923,610,241,7,-,-,-
1924,611,241,8,efficiency,trump,pos
1925,612,241,9,A4 ultra,based,pos
1926,,241,9,clutch,smooth,pos
1927,,241,9,clutch,remarkably quick,pos
1928,613,241,10,cockpit,driver oriented,pos
1929,,241,10,cockpit,dignified show luxury,pos
1930,,241,10,knee rest,rock hard,neg
1931,,241,10,interior,laiden high quality material,pos
1932,,241,10,material,high quality,pos
1933,,241,10,material,soft touch,pos
1934,,241,10,material,thoughful touch,pos
1935,,241,10,center arm,highly adjustable,pos
1936,,241,10,switch,nifty,pos
1937,614,241,11,leg room,average best,neg
1938,,241,11,middle seat,effectively uninhabitable,neg
1939,615,241,12,rear quarter,tight,neg
1940,,241,12,trunk,largest,pos
1941,,241,12,rear seatbacks,wide aperture,pos
1942,,241,12,rear seatbacks,pull almost completely flat,pos
1943,616,241,13,virtual cockpit,well sorted,pos
1944,,241,13,virtual cockpit,easy use,pos
1945,,241,13,virtual cockpit,integrate seamlessly,pos
1946,617,241,14,system,lack wow factor,neg
1947,,241,14,system,absolute joy use,pos
1948,,241,14,rotary dial,large,pos
1949,,241,14,control,cleverly situated,pos
1950,,241,14,interface,uncluttered,pos
1951,,241,14,interface,notably easier operate,pos
1952,,241,14,system,topping,pos
1953,618,241,15,standard equipment,lengthier list,pos
1954,,241,15,headlight control,auomatic,neu
1955,,241,15,windshield wiper,rain sensing,neu
1956,619,241,16,driver seat,eight way power,neu
1957,,241,16,driver seat,four way lumbar support,neu
1958,620,241,17,roof,moon,neu
1959,,241,17,parking brake,electronic,neu
1960,621,241,18,-,-,-
1961,622,241,19,-,-,-
1962,623,241,20,speaker,premium,pos
1963,,241,20,head rest,four way,neu
1964,,241,20,front seat,extension,neu
1965,624,241,21,price,bit steep,pos
1966,,241,21,price,similarly equipped alternative cost thousand,pos
1967,,241,21,durability,residual value trail rival,pos
1968,,241,21,long term reliability,le stellar history Audi,neg
1969,625,241,22,reliability,improved,pos
1970,626,242,1,car,favorite,pos
1971,627,242,2,car,fast,pos
1972,,242,2,car,normal,neu
1973,,242,2,car,supercar,pos
1974,628,242,3,engine note,amazing,pos
1975,629,242,4,velocity,intense,pos
1976,,242,4,roar,amazing,pos
1977,,242,4,speed,pure visible,pos
1978,630,242,5,rpm band,wide enough,pos
1979,,242,5,gated shifter,excellent,pos
1980,631,242,6,six speed manual,pure meachanical bliss,pos
1981,632,242,7,gear shift,big deal,pos
1982,633,242,8,car,fast,pos
1983,,242,8,car,capable,pos
1984,,242,8,car,fun,pos
1985,,242,8,car,approachable,pos
1986,,242,8,stability control,lot fun,pos
1987,,242,8,steering,slight bit understeer oversteer,neg
1988,,242,8,drive,wheel,neu
1989,,242,8,drive,nice,pos
1990,,242,8,drive,feel like rear drive,neu
1991,,242,8,snow,front power help,pos
1992,,242,8,slippery track,front power help,pos
1993,634,242,9,track performance,outstanding,pos
1994,,242,9,ride suspension,adaptive,pos
1995,,242,9,ride suspension,magnetic,pos
1996,,242,9,ride,smooth enough,pos
1997,,242,9,drive,happy,pos
1998,635,242,10,car,quicker,pos
1999,,242,10,car,stylish blast,pos
2000,636,242,11,front trunk,gargantuan,neu
2001,,242,11,front trunk,big enough,pos
2002,637,242,12,door,supercar like,pos
2003,,242,12,get,crawling gymnastics,pos
2004,,242,12,headroom,ample,pos
2005,,242,12,leg room,ample,pos
2006,,242,12,back seat,move several inch,pos
2007,,242,12,steering,telescope,pos
2008,,242,12,steering,go right hand wan,pos
2009,,242,12,steering,awesome,pos
2010,638,242,13,dead paddle,really like,pos
2011,,242,13,dead paddle,leg somewhere laze,pos
2012,,242,13,clutch,really like,pos
2013,639,242,14,car,exotic,pos
2014,,242,14,car,cool,neg
2015,,242,14,car,fun,pos
2016,,242,14,car,stylish cross,pos
2017,640,242,15,-,-,-
2018,641,242,16,side blade,conspicuous,pos
2019,,242,16,look,designed future,pos
2020,,242,16,look,gushing,pos
2021,,242,16,plastic,hard,neg
2022,,242,16,R8,flaw,neg
2023,642,242,17,fuel economy,popular mother nature,neg
2024,643,242,18,base price,real problem,neg
2025,644,242,19,car,favorite,pos
2026,645,242,20,style,power handling,pos
2027,646,242,21,price,fabulous wealth,neu
2028,647,243,1,car,favorite,pos
2029,,243,1,car,fast,pos
2030,,243,1,car,sexy,pos
2031,,243,1,room,two plus luggage,pos
2032,,243,1,race track,playful manageable,pos
2033,,243,1,car,amazingly civilized,pos
2034,,243,1,body style,spider,neu
2035,648,243,2,drive,wheel,neu
2036,,243,2,engine,perfectly satisfying,pos
2037,,243,2,sound,wicked,pos
2038,649,243,3,-,-,-
2039,650,243,4,exterior,subtle change,neu
2040,,243,4,side mirror,redesigned,pos
2041,,243,4,tailpipe,round,neu
2042,,243,4,grill,reworked,pos
2043,,243,4,wheel,new,pos
2044,,243,4,headlight,standard,neu
2045,,243,4,headlight,explosionof LEDs,pos
2046,,243,4,tail light,incredibly cool,pos
2047,651,243,5,trim,revised,pos
2048,,243,5,steering wheel,thicker,pos
2049,,243,5,diamond,optional,pos
2050,652,243,6,transmission,dual clutch,neu
2051,,243,6,transmission,replaced much better,pos
2052,,243,6,transmission,work wonderfully well,pos
2053,,243,6,shift,super quick,pos
2054,,243,6,shift,fast,pos
2055,,243,6,shift,smooth,pos
2056,,243,6,peddle operation,regular automatic,pos
2057,,243,6,manual transmission,way efficient fuel economy,pos
2058,,243,6,manual transmission,choose,pos
2059,,243,6,manual transmission,cheaper,pos
2060,,243,6,manual transmission,satisfying link every shift,pos
2061,653,243,7,engine,range topping,pos
2062,,243,7,engine,fair enogh deal,pos
2063,,243,7,engine,boast 25 horsepower advantage,pos
2064,654,243,8,weight,le,pos
2065,,243,8,brake,carbon ceramic,neu
2066,,243,8,sound insulation,reduced,pos
2067,,243,8,fuel tank,smaller,neg
2068,,243,8,seat,manual,neu
2069,655,243,9,V 10 plus,faster 60,pos
2070,656,243,10,price,seems pricey,pos
2071,658,244,1,Audi Q3,downsize without downgrading,pos
2072,,244,1,Audi Q3,luxury,pos
2073,,244,1,look,like caricature,neg
2074,659,244,2,Q3,distictive,pos
2075,,244,2,Q3,inappropriately minimalistic,neg
2076,,244,2,silhouette,instantly recognizable,pos
2077,660,244,3,front,enough room,neu
2078,,244,3,back seat,average sized adult sit comfortably,pos
2079,661,244,4,length,slightly longer X1,neu
2080,,244,4,size,similarly sized Mercedes-Benz,neu
2081,,244,4,maximum cargo space,equal BMW X1,neu
2082,,244,4,maximum cargo space,beat Mercedes-Benz,pos
2083,662,244,5,interior,versatile,pos
2084,,244,5,interior,elegant,pos
2085,,244,5,material,first rate,pos
2086,,244,5,fit,impeccable,pos
2087,,244,5,finish,impeccable,pos
2088,,244,5,lower dash plastic,soft touch surface support,pos
2089,663,244,6,cabin,exquisitively crafted,pos
2090,,244,6,driver seat,12 way,neu
2091,,244,6,armrest,tense padding underlay,pos
2092,,244,6,driver seat heat dissipation,top class,pos
2093,664,244,7,sun visor,extend,neg
2094,,244,7,steering wheel,downward travel restricted,neg
2095,,244,7,driving position,awkward tall driver,neg
2096,,244,7,steering wheel,chief complain,neg
2097,665,244,8,ergonomics,working,neu
2098,,244,8,Q3,impress,pos
2099,,244,8,balance,supremely well balanced,pos
2100,,244,8,corner handling,thread agility,pos
2101,666,244,9,steering system,precisely callibrated,pos
2102,,244,9,car,dedicated sport,pos
2103,,244,9,sound,quieter cabin,pos
2104,,244,9,ride,smoother,pos
