,id,segment_id,review,aspect,opinion,sentiment,topic
2458,279,25,"Three tonnes do this thing's nearly three tons e . I kind of feel the spirit of Lewis Hamilton yelling at me when I go around the corner telling you how horribly I've done that corner when I'm driving this , it's a beast . So on the old scale of by at least rented or forget it , of course , I'd give it a buy it , but realistically , I would never do that . There are . It's just too big . It's just too much . I think that I'd give it a lease . It something you lease and then you could scrub the blood out of it before you return the least . You know what I'm saying , right ? It is an awesome vehicle that around a track , man , you really got to try it because it's just so big and mean for the fast lane car . This is Nathan Adeline saying , Don't forget to go to tfl card dot com For news , views and real world reviews . Dash THE Vanya How .",size,too much,neg,general-information
2459,279,25,"Three tonnes do this thing's nearly three tons e . I kind of feel the spirit of Lewis Hamilton yelling at me when I go around the corner telling you how horribly I've done that corner when I'm driving this , it's a beast . So on the old scale of by at least rented or forget it , of course , I'd give it a buy it , but realistically , I would never do that . There are . It's just too big . It's just too much . I think that I'd give it a lease . It something you lease and then you could scrub the blood out of it before you return the least . You know what I'm saying , right ? It is an awesome vehicle that around a track , man , you really got to try it because it's just so big and mean for the fast lane car . This is Nathan Adeline saying , Don't forget to go to tfl card dot com For news , views and real world reviews . Dash THE Vanya How .",purchase,would lease,pos,general-information
2460,279,25,"Three tonnes do this thing's nearly three tons e . I kind of feel the spirit of Lewis Hamilton yelling at me when I go around the corner telling you how horribly I've done that corner when I'm driving this , it's a beast . So on the old scale of by at least rented or forget it , of course , I'd give it a buy it , but realistically , I would never do that . There are . It's just too big . It's just too much . I think that I'd give it a lease . It something you lease and then you could scrub the blood out of it before you return the least . You know what I'm saying , right ? It is an awesome vehicle that around a track , man , you really got to try it because it's just so big and mean for the fast lane car . This is Nathan Adeline saying , Don't forget to go to tfl card dot com For news , views and real world reviews . Dash THE Vanya How .",vehicle,awesome around the track,pos,handling
2461,279,25,"Three tonnes do this thing's nearly three tons e . I kind of feel the spirit of Lewis Hamilton yelling at me when I go around the corner telling you how horribly I've done that corner when I'm driving this , it's a beast . So on the old scale of by at least rented or forget it , of course , I'd give it a buy it , but realistically , I would never do that . There are . It's just too big . It's just too much . I think that I'd give it a lease . It something you lease and then you could scrub the blood out of it before you return the least . You know what I'm saying , right ? It is an awesome vehicle that around a track , man , you really got to try it because it's just so big and mean for the fast lane car . This is Nathan Adeline saying , Don't forget to go to tfl card dot com For news , views and real world reviews . Dash THE Vanya How .",size,so big,neg,general-information
2462,279,25,"Three tonnes do this thing's nearly three tons e . I kind of feel the spirit of Lewis Hamilton yelling at me when I go around the corner telling you how horribly I've done that corner when I'm driving this , it's a beast . So on the old scale of by at least rented or forget it , of course , I'd give it a buy it , but realistically , I would never do that . There are . It's just too big . It's just too much . I think that I'd give it a lease . It something you lease and then you could scrub the blood out of it before you return the least . You know what I'm saying , right ? It is an awesome vehicle that around a track , man , you really got to try it because it's just so big and mean for the fast lane car . This is Nathan Adeline saying , Don't forget to go to tfl card dot com For news , views and real world reviews . Dash THE Vanya How .",car,mean,neg,quality-aesthetic
2463,280,1,This is the brand new 2015 Mercedes-Benz C class to new engine choices .,Mercedes-Benz,brand new,pos,general-information
2464,280,1,This is the brand new 2015 Mercedes-Benz C class to new engine choices .,engine choices,new,pos,general-information
2465,280,2,"New exterior styling , new interior .",exterior styling,new,pos,quality-aesthetic
2466,280,2,"New exterior styling , new interior .",interior,new,pos,quality-aesthetic
2467,280,3,But does new mean better And we're gonna find that out next . Coming up on the fast lane car now .,-,-,-,unknown
2468,280,4,"Style wise . New C class looks a lot like the S class . In essence , a baby s class is a strong family resemblance and all the German manufacturers air doing that . Think of the BMW three series . Looks like the seven series like the five Siri's . What is new on this car is this . Can you hear that ? That's aluminum . Pretty much every external panel on this car is aluminum , which means that it's £200 lighter and that's a lot that's 1/2 a Nathan way under the hood , there are two engine choices , and by far this is the one you want .",looks,lot like S class,neu,quality-aesthetic
2469,280,4,"Style wise . New C class looks a lot like the S class . In essence , a baby s class is a strong family resemblance and all the German manufacturers air doing that . Think of the BMW three series . Looks like the seven series like the five Siri's . What is new on this car is this . Can you hear that ? That's aluminum . Pretty much every external panel on this car is aluminum , which means that it's £200 lighter and that's a lot that's 1/2 a Nathan way under the hood , there are two engine choices , and by far this is the one you want .",looks,baby s class strong family resemblance,neu,quality-aesthetic
2470,280,4,"Style wise . New C class looks a lot like the S class . In essence , a baby s class is a strong family resemblance and all the German manufacturers air doing that . Think of the BMW three series . Looks like the seven series like the five Siri's . What is new on this car is this . Can you hear that ? That's aluminum . Pretty much every external panel on this car is aluminum , which means that it's £200 lighter and that's a lot that's 1/2 a Nathan way under the hood , there are two engine choices , and by far this is the one you want .",aluminium,new,neu,quality-aesthetic
2471,280,4,"Style wise . New C class looks a lot like the S class . In essence , a baby s class is a strong family resemblance and all the German manufacturers air doing that . Think of the BMW three series . Looks like the seven series like the five Siri's . What is new on this car is this . Can you hear that ? That's aluminum . Pretty much every external panel on this car is aluminum , which means that it's £200 lighter and that's a lot that's 1/2 a Nathan way under the hood , there are two engine choices , and by far this is the one you want .",external panel,pretty much every aluminium,pos,quality-aesthetic
2472,280,4,"Style wise . New C class looks a lot like the S class . In essence , a baby s class is a strong family resemblance and all the German manufacturers air doing that . Think of the BMW three series . Looks like the seven series like the five Siri's . What is new on this car is this . Can you hear that ? That's aluminum . Pretty much every external panel on this car is aluminum , which means that it's £200 lighter and that's a lot that's 1/2 a Nathan way under the hood , there are two engine choices , and by far this is the one you want .",weight,lighter,pos,performance
2473,280,5,"It's the new re later twin turbo that puts out 329 horsepower and 300D £54 feet of torque . That is a lot of talk and a lot of power . All that is fair to a seven speed automatic . And this is the formatting , which means it is powering all four wheels . Now let's stick a for a ride and see what that power translates to when we get the car into the Twin Cities .",torque,lot of,pos,performance
2474,280,5,"It's the new re later twin turbo that puts out 329 horsepower and 300D £54 feet of torque . That is a lot of talk and a lot of power . All that is fair to a seven speed automatic . And this is the formatting , which means it is powering all four wheels . Now let's stick a for a ride and see what that power translates to when we get the car into the Twin Cities .",power,lot of,pos,performance
2475,280,5,"It's the new re later twin turbo that puts out 329 horsepower and 300D £54 feet of torque . That is a lot of talk and a lot of power . All that is fair to a seven speed automatic . And this is the formatting , which means it is powering all four wheels . Now let's stick a for a ride and see what that power translates to when we get the car into the Twin Cities .",drive,all four wheels,neu,performance
2476,280,6,"Now there are two versions of this , at least right now only to the C300 , and this E400 and C300 starts at about $38,000 . If you want to jump up to Big Boy Twin Turbo and you're gonna have to start in $48,000 mpg has been announced and it's actually really good .",Big Boy Twin Turbo,really good,pos,performance
2477,280,7,"It's 20 to city and 29 highway A4 combined 24 which for a car that puts out over 300 horsepower , quite frankly , is phenomenal .",horsepower,quite frankly phenomenal,pos,performance
2478,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",C class,by far the most elegant,pos,quality-aesthetic
2479,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",C class,nicest in my mind,pos,quality-aesthetic
2480,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",BMW,little too austere,neg,quality-aesthetic
2481,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",Audi,little long in the tooth,neg,quality-aesthetic
2482,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",interior,elegant,pos,quality-aesthetic
2483,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",interior,stylish,pos,quality-aesthetic
2484,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",interior,soft,pos,quality-aesthetic
2485,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",interior,looks expensive,pos,quality-aesthetic
2486,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",interior,expensive,pos,quality-aesthetic
2487,280,8,"Now this C class obviously competes with the BMW three series and the Audi A4 out of those three cars . This by far is the most elegant . It's the nicest in my mind . The BMW is just a little too austere , and the Audi is getting a little long in the tooth . This interior is elegant , it's stylish , it's soft and it looks expensive . And really , that's what you want . When you're getting a Mercedes , you want something that's expensive and says I've made it so the big question , How does it drive ?",interior,what you want,pos,user-experience
2488,280,9,"Well , let's find out . Let's go for a ride together and see how this car differs from the previous generation . I can immediately tell you that it feels and drives a lot bigger . This car , like almost every German car , is one size bigger than used to be . Think of the three Siri's now the to Siri's slots . Underneath the same thing with this . This is more of , Ah , almost e class size car than a C Class . But that's okay because , well , obviously , this does compete with A3 Siri's . They're very different cars . A3 Siri's . That's the sporty one , right ? That's the one that you want to go tear up a track with this . This has always been the more luxurious one , and that theme continues in this model . Besides being lighter , this new C class is also bigger .",feels,a lot bigger,neu,handling
2489,280,9,"Well , let's find out . Let's go for a ride together and see how this car differs from the previous generation . I can immediately tell you that it feels and drives a lot bigger . This car , like almost every German car , is one size bigger than used to be . Think of the three Siri's now the to Siri's slots . Underneath the same thing with this . This is more of , Ah , almost e class size car than a C Class . But that's okay because , well , obviously , this does compete with A3 Siri's . They're very different cars . A3 Siri's . That's the sporty one , right ? That's the one that you want to go tear up a track with this . This has always been the more luxurious one , and that theme continues in this model . Besides being lighter , this new C class is also bigger .",drives,a lot bigger,neu,handling
2490,280,9,"Well , let's find out . Let's go for a ride together and see how this car differs from the previous generation . I can immediately tell you that it feels and drives a lot bigger . This car , like almost every German car , is one size bigger than used to be . Think of the three Siri's now the to Siri's slots . Underneath the same thing with this . This is more of , Ah , almost e class size car than a C Class . But that's okay because , well , obviously , this does compete with A3 Siri's . They're very different cars . A3 Siri's . That's the sporty one , right ? That's the one that you want to go tear up a track with this . This has always been the more luxurious one , and that theme continues in this model . Besides being lighter , this new C class is also bigger .",size,more of an e class than c class,neu,general-information
2491,280,9,"Well , let's find out . Let's go for a ride together and see how this car differs from the previous generation . I can immediately tell you that it feels and drives a lot bigger . This car , like almost every German car , is one size bigger than used to be . Think of the three Siri's now the to Siri's slots . Underneath the same thing with this . This is more of , Ah , almost e class size car than a C Class . But that's okay because , well , obviously , this does compete with A3 Siri's . They're very different cars . A3 Siri's . That's the sporty one , right ? That's the one that you want to go tear up a track with this . This has always been the more luxurious one , and that theme continues in this model . Besides being lighter , this new C class is also bigger .",theme,more luxurious one,pos,quality-aesthetic
2492,280,9,"Well , let's find out . Let's go for a ride together and see how this car differs from the previous generation . I can immediately tell you that it feels and drives a lot bigger . This car , like almost every German car , is one size bigger than used to be . Think of the three Siri's now the to Siri's slots . Underneath the same thing with this . This is more of , Ah , almost e class size car than a C Class . But that's okay because , well , obviously , this does compete with A3 Siri's . They're very different cars . A3 Siri's . That's the sporty one , right ? That's the one that you want to go tear up a track with this . This has always been the more luxurious one , and that theme continues in this model . Besides being lighter , this new C class is also bigger .",weight,lighter,pos,performance
2493,280,9,"Well , let's find out . Let's go for a ride together and see how this car differs from the previous generation . I can immediately tell you that it feels and drives a lot bigger . This car , like almost every German car , is one size bigger than used to be . Think of the three Siri's now the to Siri's slots . Underneath the same thing with this . This is more of , Ah , almost e class size car than a C Class . But that's okay because , well , obviously , this does compete with A3 Siri's . They're very different cars . A3 Siri's . That's the sporty one , right ? That's the one that you want to go tear up a track with this . This has always been the more luxurious one , and that theme continues in this model . Besides being lighter , this new C class is also bigger .",size,bigger,neu,handling
2494,280,10,"In fact , it's more like an e class , and that just translates to a lot more room back here four inches longer . And of course , that means more knee room and more leg room head room just a little bit tight .",back,lot more room,pos,comfort
2495,280,10,"In fact , it's more like an e class , and that just translates to a lot more room back here four inches longer . And of course , that means more knee room and more leg room head room just a little bit tight .",back,four inches longer,pos,comfort
2496,280,10,"In fact , it's more like an e class , and that just translates to a lot more room back here four inches longer . And of course , that means more knee room and more leg room head room just a little bit tight .",knee room,more,pos,comfort
2497,280,10,"In fact , it's more like an e class , and that just translates to a lot more room back here four inches longer . And of course , that means more knee room and more leg room head room just a little bit tight .",legroom,more,pos,comfort
2498,280,10,"In fact , it's more like an e class , and that just translates to a lot more room back here four inches longer . And of course , that means more knee room and more leg room head room just a little bit tight .",car,more of an eclass,pos,general-information
2499,280,10,"In fact , it's more like an e class , and that just translates to a lot more room back here four inches longer . And of course , that means more knee room and more leg room head room just a little bit tight .",headroom,little bit tight,neg,comfort
2500,280,11,That's because I've got this really cool optional panoramic sunroof in Florida .,sunroof,panoramic,pos,exterior-features
2501,280,11,That's because I've got this really cool optional panoramic sunroof in Florida .,sunroof,cool,pos,exterior-features
2502,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",turbo lag,little bit,neg,performance
2503,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",torque,oh my gosh,pos,performance
2504,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",torque,just kicks in,pos,performance
2505,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",torque,feels phenomenal,pos,performance
2506,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",size,lot bigger,neu,handling
2507,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",feel,doesn't feel quite like it wants to dance as much,neg,handling
2508,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",feel,doesn't feel agile,neg,handling
2509,280,12,"There's a little bit of turbo lag and oh my gosh , that torque just kicks in and you're pushed to the back of your seat and it just feels phenomenal . But because it's a lot bigger car , it doesn't feel quite as agile . It doesn't quite feel like it wants to dance as much as perhaps the three Siri's . But that's okay . This is more of a grand touring car , something that you want to take across the country and perhaps use for a launcher . Paller .",car,more of a touring,pos,handling
2510,280,13,"What is now almost obligatory in any new luxury or near luxury car is the ability to change the settings from , in this case , ICO to comfort sport , sport plus toe individual . And that's just the way to the steering in this car . Since we have air suspension , it also changes the stiffness of the suspension . And , of course , it adjust the throttle response . Does it work ? Yeah , it works . You know what I'd like , though ? I'd like when you go into sport or sport . Plus , I'd like more horsepower , not just for the engine to be in a higher gear .",car,luxury,pos,quality-aesthetic
2511,280,13,"What is now almost obligatory in any new luxury or near luxury car is the ability to change the settings from , in this case , ICO to comfort sport , sport plus toe individual . And that's just the way to the steering in this car . Since we have air suspension , it also changes the stiffness of the suspension . And , of course , it adjust the throttle response . Does it work ? Yeah , it works . You know what I'd like , though ? I'd like when you go into sport or sport . Plus , I'd like more horsepower , not just for the engine to be in a higher gear .",settings,obligatory,neu,handling
2512,280,13,"What is now almost obligatory in any new luxury or near luxury car is the ability to change the settings from , in this case , ICO to comfort sport , sport plus toe individual . And that's just the way to the steering in this car . Since we have air suspension , it also changes the stiffness of the suspension . And , of course , it adjust the throttle response . Does it work ? Yeah , it works . You know what I'd like , though ? I'd like when you go into sport or sport . Plus , I'd like more horsepower , not just for the engine to be in a higher gear .",air suspension,works,pos,handling
2513,280,13,"What is now almost obligatory in any new luxury or near luxury car is the ability to change the settings from , in this case , ICO to comfort sport , sport plus toe individual . And that's just the way to the steering in this car . Since we have air suspension , it also changes the stiffness of the suspension . And , of course , it adjust the throttle response . Does it work ? Yeah , it works . You know what I'd like , though ? I'd like when you go into sport or sport . Plus , I'd like more horsepower , not just for the engine to be in a higher gear .",horsepower,would like more in sports plus mode,neg,performance
2514,280,14,"All this stuff in here , all this is coming down from the Mercedes-Benz s class . So you've got the full suite of safety features , including , basically the ability for this car to drive itself , which is actually really cool stuff . Like it'll hit the brakes for you if it thinks you're about to crash into the car or object ahead of you flying tight monitoring , active steering In essence , all the sweet of technology that was first introduced in the S class that went down into the clients and now is in the C class and that technology transfers happening much quicker , used to take probably at least one product generation . And now , within a year or two of the nicest stuff being introduced in the top model , you'll find it in the same model in a much lower price point .",safety features,full suite,pos,safety
2515,280,14,"All this stuff in here , all this is coming down from the Mercedes-Benz s class . So you've got the full suite of safety features , including , basically the ability for this car to drive itself , which is actually really cool stuff . Like it'll hit the brakes for you if it thinks you're about to crash into the car or object ahead of you flying tight monitoring , active steering In essence , all the sweet of technology that was first introduced in the S class that went down into the clients and now is in the C class and that technology transfers happening much quicker , used to take probably at least one product generation . And now , within a year or two of the nicest stuff being introduced in the top model , you'll find it in the same model in a much lower price point .",drive itself,hit the brakes for you,pos,safety
2516,280,14,"All this stuff in here , all this is coming down from the Mercedes-Benz s class . So you've got the full suite of safety features , including , basically the ability for this car to drive itself , which is actually really cool stuff . Like it'll hit the brakes for you if it thinks you're about to crash into the car or object ahead of you flying tight monitoring , active steering In essence , all the sweet of technology that was first introduced in the S class that went down into the clients and now is in the C class and that technology transfers happening much quicker , used to take probably at least one product generation . And now , within a year or two of the nicest stuff being introduced in the top model , you'll find it in the same model in a much lower price point .",drive itself,really cool stuff,pos,safety
2517,280,14,"All this stuff in here , all this is coming down from the Mercedes-Benz s class . So you've got the full suite of safety features , including , basically the ability for this car to drive itself , which is actually really cool stuff . Like it'll hit the brakes for you if it thinks you're about to crash into the car or object ahead of you flying tight monitoring , active steering In essence , all the sweet of technology that was first introduced in the S class that went down into the clients and now is in the C class and that technology transfers happening much quicker , used to take probably at least one product generation . And now , within a year or two of the nicest stuff being introduced in the top model , you'll find it in the same model in a much lower price point .",steering,active,pos,handling
2518,280,14,"All this stuff in here , all this is coming down from the Mercedes-Benz s class . So you've got the full suite of safety features , including , basically the ability for this car to drive itself , which is actually really cool stuff . Like it'll hit the brakes for you if it thinks you're about to crash into the car or object ahead of you flying tight monitoring , active steering In essence , all the sweet of technology that was first introduced in the S class that went down into the clients and now is in the C class and that technology transfers happening much quicker , used to take probably at least one product generation . And now , within a year or two of the nicest stuff being introduced in the top model , you'll find it in the same model in a much lower price point .",technology,sweet,pos,user-experience
2519,280,15,"So $40,000 starting , you know , it's a Mercedes .",-,-,-,unknown
2520,280,16,"You're gonna pay for that . And while we say this is still a C class , we didn't wanna build a vehicle that , uh , you know , we've been able to build a new E of the new s class , but it's taking all the characteristics from an S class when it comes to design . When it comes to quality , fit and finish and apply them to a C class , So yeah , it's a different . It's a different world , and we think this is something that our customers are really , really looking for .",design,characteristics from S class,pos,quality-aesthetic
2521,280,16,"You're gonna pay for that . And while we say this is still a C class , we didn't wanna build a vehicle that , uh , you know , we've been able to build a new E of the new s class , but it's taking all the characteristics from an S class when it comes to design . When it comes to quality , fit and finish and apply them to a C class , So yeah , it's a different . It's a different world , and we think this is something that our customers are really , really looking for .",car,something customers are looking for,pos,general-information
2522,280,16,"You're gonna pay for that . And while we say this is still a C class , we didn't wanna build a vehicle that , uh , you know , we've been able to build a new E of the new s class , but it's taking all the characteristics from an S class when it comes to design . When it comes to quality , fit and finish and apply them to a C class , So yeah , it's a different . It's a different world , and we think this is something that our customers are really , really looking for .",quality,different,neu,quality-aesthetic
2523,280,16,"You're gonna pay for that . And while we say this is still a C class , we didn't wanna build a vehicle that , uh , you know , we've been able to build a new E of the new s class , but it's taking all the characteristics from an S class when it comes to design . When it comes to quality , fit and finish and apply them to a C class , So yeah , it's a different . It's a different world , and we think this is something that our customers are really , really looking for .",fit,different,neu,quality-aesthetic
2524,280,16,"You're gonna pay for that . And while we say this is still a C class , we didn't wanna build a vehicle that , uh , you know , we've been able to build a new E of the new s class , but it's taking all the characteristics from an S class when it comes to design . When it comes to quality , fit and finish and apply them to a C class , So yeah , it's a different . It's a different world , and we think this is something that our customers are really , really looking for .",finish,different,neu,quality-aesthetic
2525,280,17,"The other interesting thing about this car , quite frankly , is that when it goes on sale , it will only be available in the all wheel drive version . I think that's because all wheel drive is becoming an essential component of luxury . People looking over the drive cars and they say That's a luxurious car , so Mercedes-Benz the decision , even though it's more expensive . But they're gonna introduce this car in both the 304 100 in America with initially on Lee all wheel drive for Matic .",drive,all wheel,neu,performance
2526,280,17,"The other interesting thing about this car , quite frankly , is that when it goes on sale , it will only be available in the all wheel drive version . I think that's because all wheel drive is becoming an essential component of luxury . People looking over the drive cars and they say That's a luxurious car , so Mercedes-Benz the decision , even though it's more expensive . But they're gonna introduce this car in both the 304 100 in America with initially on Lee all wheel drive for Matic .",drive version,interesting,pos,performance
2527,280,17,"The other interesting thing about this car , quite frankly , is that when it goes on sale , it will only be available in the all wheel drive version . I think that's because all wheel drive is becoming an essential component of luxury . People looking over the drive cars and they say That's a luxurious car , so Mercedes-Benz the decision , even though it's more expensive . But they're gonna introduce this car in both the 304 100 in America with initially on Lee all wheel drive for Matic .",car,luxurious,pos,quality-aesthetic
2528,280,17,"The other interesting thing about this car , quite frankly , is that when it goes on sale , it will only be available in the all wheel drive version . I think that's because all wheel drive is becoming an essential component of luxury . People looking over the drive cars and they say That's a luxurious car , so Mercedes-Benz the decision , even though it's more expensive . But they're gonna introduce this car in both the 304 100 in America with initially on Lee all wheel drive for Matic .",price,more expensive,neg,cost
2529,280,18,"The other big news in this Mercedes is , well , right inside . Here . It's this miles touch pad . As you can see , there's the old Mercedes command system , which still works like the previous generation with a little bit bigger screen , I would say , but now you can also control it with this touch pad . It's kind of a cross between an iPhone or you can zoom into things and then zoom back out . And of course you can write letters . So if you wanted to look up a contact in your address book . It's nice . I'm not sure . Like all these systems , it's quite ready for prime time . But in general , I like this system better than this one . You've got both , so you can pick which one you like .",touch pad,big news,pos,user-experience
2530,280,18,"The other big news in this Mercedes is , well , right inside . Here . It's this miles touch pad . As you can see , there's the old Mercedes command system , which still works like the previous generation with a little bit bigger screen , I would say , but now you can also control it with this touch pad . It's kind of a cross between an iPhone or you can zoom into things and then zoom back out . And of course you can write letters . So if you wanted to look up a contact in your address book . It's nice . I'm not sure . Like all these systems , it's quite ready for prime time . But in general , I like this system better than this one . You've got both , so you can pick which one you like .",command system,old Mercedes,neu,user-experience
2531,280,18,"The other big news in this Mercedes is , well , right inside . Here . It's this miles touch pad . As you can see , there's the old Mercedes command system , which still works like the previous generation with a little bit bigger screen , I would say , but now you can also control it with this touch pad . It's kind of a cross between an iPhone or you can zoom into things and then zoom back out . And of course you can write letters . So if you wanted to look up a contact in your address book . It's nice . I'm not sure . Like all these systems , it's quite ready for prime time . But in general , I like this system better than this one . You've got both , so you can pick which one you like .",command system,still works,neu,user-experience
2532,280,18,"The other big news in this Mercedes is , well , right inside . Here . It's this miles touch pad . As you can see , there's the old Mercedes command system , which still works like the previous generation with a little bit bigger screen , I would say , but now you can also control it with this touch pad . It's kind of a cross between an iPhone or you can zoom into things and then zoom back out . And of course you can write letters . So if you wanted to look up a contact in your address book . It's nice . I'm not sure . Like all these systems , it's quite ready for prime time . But in general , I like this system better than this one . You've got both , so you can pick which one you like .",screen,little bit bigger,pos,user-experience
2533,280,18,"The other big news in this Mercedes is , well , right inside . Here . It's this miles touch pad . As you can see , there's the old Mercedes command system , which still works like the previous generation with a little bit bigger screen , I would say , but now you can also control it with this touch pad . It's kind of a cross between an iPhone or you can zoom into things and then zoom back out . And of course you can write letters . So if you wanted to look up a contact in your address book . It's nice . I'm not sure . Like all these systems , it's quite ready for prime time . But in general , I like this system better than this one . You've got both , so you can pick which one you like .",touch pad,cross between an iPhone,pos,user-experience
2534,280,18,"The other big news in this Mercedes is , well , right inside . Here . It's this miles touch pad . As you can see , there's the old Mercedes command system , which still works like the previous generation with a little bit bigger screen , I would say , but now you can also control it with this touch pad . It's kind of a cross between an iPhone or you can zoom into things and then zoom back out . And of course you can write letters . So if you wanted to look up a contact in your address book . It's nice . I'm not sure . Like all these systems , it's quite ready for prime time . But in general , I like this system better than this one . You've got both , so you can pick which one you like .",system,nice,pos,user-experience
2535,280,18,"The other big news in this Mercedes is , well , right inside . Here . It's this miles touch pad . As you can see , there's the old Mercedes command system , which still works like the previous generation with a little bit bigger screen , I would say , but now you can also control it with this touch pad . It's kind of a cross between an iPhone or you can zoom into things and then zoom back out . And of course you can write letters . So if you wanted to look up a contact in your address book . It's nice . I'm not sure . Like all these systems , it's quite ready for prime time . But in general , I like this system better than this one . You've got both , so you can pick which one you like .",system,like,pos,user-experience
